Nicko,Aviss,4/30/1987,Columbus,Mississippi,4/1/2017
Pancho,Avon,11/5/1961,Saint Paul,Minnesota,1/12/2013
Susi,Avraham,12/10/1979,Los Angeles,California,1/8/2014
Sophie,Avramovic,9/7/1951,Houston,Texas,11/26/2011
Ward,Axelbee,1/1/1982,Austin,Texas,3/2/2005
Kariotta,Axell,9/27/1952,Hagerstown,Maryland,11/17/2006
Kim,Ayers,7/6/1987,Riverside,California,7/3/2007
Magdalen,Azam,5/1/1932,Woburn,Massachusetts,4/24/2002
Jameson,Babbs,3/16/1974,Salinas,California,5/11/2014
Sigismundo,Baccup,5/1/1944,Minneapolis,Minnesota,11/26/2012
Dannie,Backes,11/5/1984,Bethesda,Maryland,4/24/2015
Olia,Baddow,1/16/1939,Little Rock,Arkansas,1/7/2007
Min,Badgers,12/30/1945,Norman,Oklahoma,8/11/2007
Jasmine,Baggelley,5/11/1935,Springfield,Illinois,8/24/2005
Bale,Bagnell,12/8/1921,Arlington,Virginia,1/3/2004
Egan,Bailiss,11/14/1978,Youngstown,Ohio,9/30/2009
Noah,Balasin,4/8/1948,Tulsa,Oklahoma,11/18/2001
Betteanne,Balchin,11/21/1941,Las Vegas,Nevada,10/30/2007
Otes,Baldetti,5/3/1932,Fort Worth,Texas,10/14/2012
Heddie,Balffye,10/22/1980,Pittsburgh,Pennsylvania,9/3/2001
Nesta,Balke,2/26/1931,Hampton,Virginia,7/3/2004
Lissa,Ballinghall,1/10/1955,Tucson,Arizona,4/12/2007
Barnabe,Ballister,10/10/1979,Trenton,New Jersey,4/3/2007
Courtnay,Balls,7/3/1992,Sacramento,California,2/9/2005
Danyette,Ballston,1/12/1931,Atlanta,Georgia,7/15/2013
Gerhardt,Balmann,12/3/1957,Albuquerque,New Mexico,3/12/2002
Missie,Balmforth,8/22/1985,Washington,District of Columbia,8/20/2014
Neysa,Balogh,10/28/1928,Charleston,South Carolina,7/28/2017
Kristine,Balsellie,8/20/1933,Vero Beach,Florida,7/10/2017
Vin,Balston,2/12/1921,Oklahoma City,Oklahoma,6/16/2004
Johnette,Balthasar,5/23/1928,Detroit,Michigan,11/13/2015
Colman,Banaszkiewicz,1/29/1983,Dallas,Texas,11/26/2010
Melvyn,Bandt,5/20/1953,Dayton,Ohio,6/20/2003
Tucker,Bane,6/9/1954,Las Vegas,Nevada,12/19/2014
Amie,Bangham,1/7/1942,Toledo,Ohio,6/19/2001
Rona,Bangley,3/6/1989,Charleston,West Virginia,7/11/2013
Muffin,Banishevitz,4/2/1990,Trenton,New Jersey,4/16/2007
Flore,Bannester,10/12/1942,Cincinnati,Ohio,6/2/2014
Rosemary,Baraja,5/24/1994,Youngstown,Ohio,2/19/2012
Ingemar,Barck,7/15/1928,Brooklyn,New York,2/21/2002
Loralie,Barday,8/28/1993,Tacoma,Washington,10/15/2004
Halley,Bardell,5/11/1922,Newark,New Jersey,8/31/2003
Bayard,Barden,2/7/1966,Modesto,California,5/3/2014
Monro,Bardsley,2/16/1924,Mesquite,Texas,9/27/2006
Madeline,Barenski,6/30/1986,Tulsa,Oklahoma,11/1/2006
Carce,Barfitt,6/29/1922,Columbia,Missouri,3/20/2010
Tobias,Barford,1/26/1983,Sacramento,California,11/16/2000
Wang,Barker,5/21/1983,Salt Lake City,Utah,11/2/2003
Brande,Barkworth,12/17/1975,Albany,Georgia,2/10/2010
Scot,Barling,7/15/1994,Tampa,Florida,5/4/2011
Devin,Barling,5/18/1990,Minneapolis,Minnesota,9/17/2008
Tracee,Barneville,7/10/1991,Boston,Massachusetts,2/17/2011
Sidney,Barnham,8/13/1976,Ventura,California,9/21/2013
Audrye,Barnham,3/18/1975,Beaumont,Texas,5/22/2011
Lisetta,Barnsdall,8/19/1943,Orlando,Florida,9/1/2011
Dorothea,Baron,7/4/1929,Salt Lake City,Utah,9/8/2006
Ann,Barrabeale,4/11/1988,Austin,Texas,5/12/2004
Kingsley,Barrar,7/11/1957,Detroit,Michigan,2/9/2006
Bettye,Barritt,4/13/1986,Buffalo,New York,2/11/2010
Kendra,Barrs,7/22/1985,Boston,Massachusetts,6/22/2001
Brooke,Barry,10/25/1953,Dayton,Ohio,5/14/2017
Marguerite,Barstow,1/13/1941,West Palm Beach,Florida,4/2/2004
Bridie,Barstowk,1/10/1933,Erie,Pennsylvania,12/7/2017
Vivyan,Bartaletti,8/27/1921,Berkeley,California,8/17/2006
Pace,Bartalot,5/17/1931,Dayton,Ohio,10/8/2014
Wally,Bartelot,1/22/1942,Youngstown,Ohio,3/19/2014
Ermina,Bartholat,1/29/1962,Sacramento,California,2/29/2016
Ebeneser,Bartholin,7/7/1934,Milwaukee,Wisconsin,7/7/2016
Myrtia,Bartholomaus,3/26/1959,Dallas,Texas,2/12/2003
Robbin,Bartke,11/3/1954,Santa Rosa,California,3/11/2017
Corey,Bartlett,2/19/1955,Savannah,Georgia,8/1/2010
Alicia,Bartlomiej,2/28/1935,San Antonio,Texas,5/10/2010
Ossie,Bartlosz,9/4/1936,Augusta,Georgia,5/24/2012
Maren,Bartoli,4/29/1962,Visalia,California,11/26/2009
Mandi,Bartoszek,8/16/1920,Philadelphia,Pennsylvania,3/12/2016
Corinne,Barts,9/13/1993,Florence,South Carolina,2/11/2006
Eadmund,Bartul,1/7/1949,Omaha,Nebraska,11/4/2004
Junie,Barwise,4/27/1982,Torrance,California,8/13/2004
Eugen,Barzen,3/30/1969,Pensacola,Florida,10/31/2017
Duncan,Basden,3/26/1968,Pittsburgh,Pennsylvania,6/29/2008
Karim,Bashford,1/22/1981,Springfield,Illinois,7/28/2015
Zolly,Basilio,9/12/1979,Dallas,Texas,8/19/2012
Jerome,Basillon,6/2/1991,Amarillo,Texas,2/19/2003
Ginnie,Baskerfield,5/28/1954,Jacksonville,Florida,3/3/2003
Magdaia,Basley,1/30/1934,Glendale,Arizona,1/2/2000
Kirbie,Bassil,4/15/1988,Savannah,Georgia,2/2/2006
Jamie,Bassill,8/8/1931,Orlando,Florida,8/31/2003
Hilary,Basso,9/16/1931,Syracuse,New York,4/27/2011
Gilda,Bastable,11/29/1923,New Orleans,Louisiana,12/2/2013
Cindy,Bastide,7/24/1973,Cleveland,Ohio,10/11/2007
Jakob,Baston,4/12/1961,Anniston,Alabama,2/11/2017
Nanette,Batey,9/26/1986,Knoxville,Tennessee,5/31/2006
Karlotte,Batrick,8/13/1945,Seattle,Washington,4/6/2000
Madeleine,Batten,12/1/1958,Hollywood,Florida,3/20/2013
Errick,Batter,7/5/1976,Orange,California,11/9/2013
Elbertina,Batthew,8/3/1979,Dallas,Texas,11/1/2006
Hadrian,Batthew,10/10/1929,Buffalo,New York,10/29/2012
Daloris,Bauckham,10/6/1921,Phoenix,Arizona,11/30/2009
Nike,Baudins,8/8/1980,Chicago,Illinois,2/19/2014
Robbin,Baulk,5/9/1964,New Haven,Connecticut,8/22/2001
Shaina,Baumert,4/28/1944,Saint Louis,Missouri,10/15/2012
Almire,Bavister,9/10/1949,Sacramento,California,8/8/2004
Vivianne,Baxstar,2/8/1984,Cleveland,Ohio,3/18/2012
Antonie,Baxster,12/21/1944,Glendale,Arizona,1/2/2007
Gris,Baynton,3/24/1943,Miami,Florida,5/5/2003
Lucila,Baysting,1/17/1940,Atlanta,Georgia,11/25/2004
Candace,Bazek,5/7/1930,Dallas,Texas,10/23/2016
Becki,Bazoche,12/6/1945,San Francisco,California,4/17/2005
Vera,Bazylets,3/1/1962,Ventura,California,12/18/2016
Shelley,Beaby,12/13/1950,Norcross,Georgia,10/2/2014
Vevay,Beach,9/7/1966,Chicago,Illinois,2/15/2007
Vitoria,Beadel,10/29/1983,Providence,Rhode Island,6/30/2005
Ellette,Beadman,2/10/1953,Largo,Florida,10/4/2010
Rich,Beadnell,3/12/1989,Bryan,Texas,9/9/2006
Wakefield,Beaford,1/30/1956,Wichita,Kansas,4/12/2009
Jerrold,Bealton,4/5/1943,Camden,New Jersey,11/14/2011
Hillel,Beamond,8/1/1997,Kansas City,Missouri,10/19/2002
Steven,Bearsmore,8/13/1944,Houston,Texas,8/26/2005
North,Beasley,7/28/1930,Huntington,West Virginia,2/26/2017
Woody,Beaven,8/11/1935,Louisville,Kentucky,2/11/2000
Bran,Beaze,1/20/1995,Colorado Springs,Colorado,3/15/2003
Marve,Beccero,11/27/1981,Santa Barbara,California,5/5/2012
Colet,Beccles,9/30/1997,Milwaukee,Wisconsin,10/11/2005
Bea,Beckinsale,5/18/1955,San Francisco,California,8/4/2004
Law,Bedbury,2/25/1984,Montgomery,Alabama,7/4/2018
Logan,Beddon,9/29/1931,Vancouver,Washington,6/6/2008
Fran,Beden,10/2/1947,Palo Alto,California,12/17/2001
Weider,Bedenham,12/6/1923,Winston Salem,North Carolina,6/23/2005
Tine,Bedin,2/28/1940,Chattanooga,Tennessee,11/26/2000
Robbin,Bediss,9/6/1953,Charlotte,North Carolina,7/14/2012
Dedie,Bedrosian,11/16/1998,Baltimore,Maryland,5/19/2014
Rustie,Bedward,4/16/1997,Tucson,Arizona,2/15/2004
Albertine,Bee,10/9/1937,Duluth,Georgia,2/28/2013
Reilly,Beedell,5/20/1977,South Lake Tahoe,California,10/21/2003
Griffin,Beedie,3/30/1966,Phoenix,Arizona,2/23/2012
Clementia,Beeson,9/18/1978,Youngstown,Ohio,4/16/2002
Ambrosius,Beggan,12/1/1958,Huntsville,Alabama,4/30/2000
Dianna,Beggan,8/19/1944,Austin,Texas,2/20/2013
Edythe,Beggini,12/24/1952,Topeka,Kansas,5/23/2006
Yanaton,Beggio,5/5/1964,New York City,New York,3/5/2011
Blane,Behneke,2/16/1932,Evansville,Indiana,6/5/2008
Lorens,Beidebeke,1/1/1993,Louisville,Kentucky,11/12/2003
Ginevra,Beiderbecke,7/5/1960,Santa Barbara,California,10/7/2013
Shaine,Belding,8/11/1983,Baltimore,Maryland,12/11/2008
Kynthia,Beldum,9/12/1985,Bronx,New York,1/21/2001
Mella,Beldum,9/10/1967,Ann Arbor,Michigan,3/29/2011
Tanny,Belf,1/12/1964,Kansas City,Missouri,3/25/2011
Celka,Belf,9/24/1958,Young America,Minnesota,12/6/2001
Ashlen,Bellhanger,2/11/1983,El Paso,Texas,6/4/2012
Livvy,Bellie,12/26/1990,Detroit,Michigan,2/19/2014
Betty,Bellini,5/12/1923,Charleston,West Virginia,1/24/2014
Dorolisa,Belliveau,10/11/1965,Washington,District of Columbia,9/18/2010
Beverie,Bellows,7/10/1991,Washington,District of Columbia,2/5/2008
Mohammed,Bellwood,8/26/1920,San Diego,California,6/26/2009
Winn,Belton,10/7/1979,Everett,Washington,1/26/2011
Auria,Belz,6/20/1969,Toledo,Ohio,9/9/2005
Charmain,Bemand,1/19/1971,Louisville,Kentucky,8/4/2005
Ichabod,Bembrigg,11/15/1965,Las Vegas,Nevada,4/4/2010
Ollie,Ben/Aharon,12/23/1929,San Diego,California,12/21/2003
Averil,Bende,11/16/1937,Fresno,California,3/22/2017
Tracey,Bendle,10/22/1998,Atlanta,Georgia,4/15/2004
Emilio,Benduhn,11/21/1964,Monticello,Minnesota,11/27/2010
Ron,Benedettini,5/16/1922,Minneapolis,Minnesota,3/20/2001
Cristabel,Benediktovich,5/20/1968,Houston,Texas,7/17/2008
Korella,Beneix,2/21/1961,Wilmington,Delaware,3/18/2018
Iseabal,Benford,12/30/1996,Huntington,West Virginia,8/27/2010
Ludovico,Bengall,2/9/1962,Denver,Colorado,3/22/2014
Papagena,Benger,7/17/1972,Macon,Georgia,11/2/2003
Cindi,Beniesh,4/22/1966,Orange,California,12/21/2011
Reuben,Benit,10/1/1959,Albuquerque,New Mexico,8/22/2003
Xylia,Benitti,7/25/1954,El Paso,Texas,5/31/2015
Lotti,Benko,12/12/1946,Milwaukee,Wisconsin,11/26/2008
Dell,Bennell,3/13/1961,San Diego,California,2/16/2007
Veriee,Bennett,12/12/1967,Irving,Texas,2/18/2007
Torrey,Bennetto,3/3/1942,Austin,Texas,3/9/2005
Mackenzie,Bennit,12/8/1984,Charleston,South Carolina,5/13/2002
Dov,Bennit,6/4/1958,Valdosta,Georgia,3/12/2007
Murray,Bennoe,6/22/1998,Louisville,Kentucky,11/8/2012
Natty,Bennoe,11/23/1966,Mc Keesport,Pennsylvania,5/19/2017
Dominga,Benny,4/26/1965,Springfield,Massachusetts,11/19/2011
Ximenes,Benoist,12/1/1986,Hamilton,Ohio,7/9/2007
Frederik,Bentame,7/28/1992,Worcester,Massachusetts,12/14/2007
Glenden,Bentjens,2/17/1979,Philadelphia,Pennsylvania,4/6/2003
Deeanne,Bentke,2/21/1950,Dallas,Texas,7/12/2000
Lane,Bentote,11/11/1988,Dallas,Texas,1/30/2000
Terese,Beresford,12/12/1939,Atlanta,Georgia,10/13/2000
Gene,Beringer,12/7/1981,Amarillo,Texas,3/28/2004
Tiffani,Bernard,9/13/1977,Pueblo,Colorado,11/25/2016
Aldis,Bernardes,4/12/1955,Columbia,South Carolina,8/5/2001
Coretta,Bernardoux,4/11/1969,College Station,Texas,1/2/2000
Roman,Bernat,5/9/1983,Wilmington,Delaware,5/26/2013
Poul,Bernetti,7/29/1955,Macon,Georgia,12/17/2003
Fredericka,Bernini,4/2/1981,Raleigh,North Carolina,11/18/2007
Calla,Berrecloth,10/20/1953,Silver Spring,Maryland,3/6/2008
Riobard,Berringer,3/16/1957,Lexington,Kentucky,8/7/2000
Nicolas,Bertie,5/3/1990,Jamaica,New York,5/13/2012
Dorisa,Bertie,4/20/1994,Atlanta,Georgia,3/19/2004
Wade,Bertolin,12/8/1931,Riverside,California,12/13/2014
Andreana,Bertram,11/27/1943,Prescott,Arizona,4/14/2014
Lacie,Besemer,7/12/1991,El Paso,Texas,11/20/2004
Devlin,Bessant,12/14/1980,Jacksonville,Florida,9/5/2005
Raimund,Bestall,7/6/1924,Jackson,Mississippi,3/4/2018
Yoshiko,Bestwall,9/8/1967,Montgomery,Alabama,7/10/2010
Cal,Bett,1/23/1922,San Antonio,Texas,4/28/2013
Linda,Bettam,1/24/1945,Washington,District of Columbia,5/6/2014
Malina,Betteriss,7/7/1952,Corpus Christi,Texas,3/31/2013
Lizbeth,Bettleson,6/13/1997,Boca Raton,Florida,5/5/2009
Tabbatha,Bettridge,9/14/1949,Philadelphia,Pennsylvania,5/19/2003
Ichabod,Beville,6/13/1992,Green Bay,Wisconsin,10/20/2005
Gayelord,Beville,12/17/1965,Springfield,Illinois,9/23/2010
